@relation train

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@data
30.307,30.325,15.761,4.1021,28.821,418.39,84.718,163,36,2
211.97,169.22,139.67,8.9388,25.033,354.81,289.48,58,22,3
227.01,174.56,131.43,-0.48987,17.937,499.97,612,86,7,3
221.07,166.25,125.84,-9.2756,28.958,319.06,641.54,67,57,3
103.62,104.26,104.65,-4.2376,8.5992,255.46,388.63,65,4,4
140.59,136.62,132.74,8.6414,4.3182,322.63,229.44,122,6,4
98.849,87.882,86.656,40.31,18.215,146.51,746.89,93,35,4
58.614,60.917,72.448,2.9005,16.493,269.08,746.77,422,6,5
102.59,122.41,151.96,36.252,10.312,269.31,554.28,68,10,5
133.18,123.66,101.01,22.774,2.9794,510.16,357.15,68,5,6
68.518,43.055,36.872,5.4555,9.4,490.5,260.98,164,7,6
24.128,13.895,12.407,11.441,2.5685,434.43,763.95,86,3,6
217.7,217.62,210.8,9.7836,5.5329,72.743,448.85,74,4,1
139.84,143.15,146.49,19.093,1.8608,44.041,751.81,557,1,1
74.133,68.733,40.733,20.471,46.337,528.4,242.93,15,103,2
20.895,21.184,17.566,9.545,9.7479,234.95,37.039,76,8,2
74.027,81.889,83.087,4.9607,5.5103,165.84,340.02,333,4,2
19.855,19.856,19.822,21.369,3.2098,245.86,751.68,641,5,2
66.5,52,50.262,1.2241,3.6357,236.21,273.83,42,9,3
119.88,121,120.91,2.3993,24.074,220.25,391.44,32,40,4
41.776,37.92,37.372,9.2236,25.014,325.8,632.39,401,1,7
158.18,197.81,249.37,23.328,2.1513,129.45,429.03,259,3,1
154.01,188.11,244.65,19.016,2.0894,85.402,754.74,881,2,1
161.91,196.49,246.43,22.462,2.8986,73.971,189.06,35,4,1
9.5283,11.748,11.884,13.022,4.9235,512.75,248.25,424,3,2
29.103,33.162,29.632,2.0947,20.783,482.31,491.91,68,45,2
23.793,32.324,26.134,11.695,6.1601,446.69,590.59,179,14,2
113.83,76.6,56.8,6.7093,30.939,352.43,53.086,35,41,3
99.83,71.038,68.113,-11.939,28.949,381.02,459.26,53,36,3
124.19,97.025,90.924,-2.3146,18.769,382.96,610.82,79,38,3
68.238,68.429,91.286,-30.32,16.553,159.81,57.524,21,23,4
38.97,40.939,53.97,-7.0779,7.4389,272.88,395.24,33,16,4
128.69,118.83,128.94,22.678,3.2762,340.71,700.09,35,4,4
103.01,102.36,106.26,15.378,10.934,333.05,179.45,276,18,5
62.768,70.6,80.063,14.899,13.916,449.12,160.85,95,34,5
116.94,114.48,120.88,-6.2113,31.098,207.4,146.04,194,5,5
72.303,42.667,40,28.276,5.1204,441.06,363.7,33,7,6
102.97,140.22,197.34,26.995,1.7138,142.53,177.07,235,2,1
105.08,138.96,193.12,34.102,2.3126,165.24,710,25,3,1
49.827,51.756,23.465,-14.706,36.152,414.17,599.88,127,60,2
37.043,40.652,18.739,-14.434,15.54,551.91,523.43,23,18,2
57.56,63.923,23.703,16.25,35.425,487.63,252,91,12,2
235.07,190.67,151.7,1.8406,15.903,281.04,516.3,27,13,3
213.07,160.27,120.68,2.2252,22.012,413.73,158.93,41,27,3
86.213,85.319,96.617,16.258,4.7991,247.94,414,47,11,4
99.119,93.524,95,15.805,3.503,283.48,335.67,42,7,4
89.768,89.268,93.161,-6.716,5.5709,338.41,163.63,56,3,4
154.01,156.8,153.71,27.145,28.399,330.49,380.14,227,5,5
149.69,122.71,98.794,18.298,12.964,455.29,67.294,126,9,6
209.04,216.99,226.73,14.605,4.3691,30.436,148.97,861,1,1
146.79,159.36,190.81,20.062,2.0366,28.729,731.75,107,3,1
15.491,16.729,20.579,27.007,2.4704,554.85,543.09,214,4,2
37.429,51.429,52.143,-11.525,17.25,585.29,130,7,31,2
96,107.19,131.26,12.074,1.8725,343.97,133.81,109,2,3
98.368,114.58,134.82,27.441,1.6993,262.87,422.71,38,3,3
42.394,46.183,66.224,30.975,1.646,546.95,662.6,312,4,5
213.91,238.53,254,14.997,3.1221,73.905,365.04,74,6,1
166.7,206.17,254,22.384,2.05,37.73,779.33,270,2,1
41.906,36.671,35.388,4.7278,11.777,578.95,39.706,85,12,2
137.56,153.41,184.72,31.736,2.4017,301.78,210.28,32,3,3
150.82,167.62,197.88,7.5169,2.6097,288.13,548.05,78,4,3
57.73,100.49,160.33,14.355,3.2391,361.07,390.39,89,3,5
66.785,114.88,172.61,11.505,3.5221,474.35,399.48,242,4,5
145.92,185.41,242.24,22.235,1.8388,63.085,392.85,106,3,1
178.73,201.5,252.16,22.148,2.3341,182.79,697.11,56,4,1
28.8,36.9,27.167,12.199,17.127,466.87,470.3,30,31,2
30.121,47.556,29.927,-1.1239,16.282,576.35,14.04,124,23,2
124.57,86.586,70.745,-3.8196,35.762,293.54,155.03,145,13,3
115.82,82.105,69.211,-0.17605,19.701,375.71,458,38,23,3
72.833,86.5,118.33,-29.958,28.304,170.93,165.97,30,42,4
91.389,103.33,127.17,-3.9772,23.366,243.31,375.3,54,31,4
174.3,156.03,141.23,-2.3421,4.0148,324.86,649.08,79,11,4
105.58,130.45,162.13,-16.015,23.934,277.92,390.6,234,4,5
23.88,15.033,16.69,35.773,3.2127,457.52,225.88,184,6,6
38.552,34.47,41.942,12.657,8.9451,484.15,559.79,2414,3,6
100.31,134.59,208.31,11.739,5.1092,89.759,52.759,29,4,1
79.866,114.18,198.91,10.416,3.1114,36.97,253.99,67,4,1
254,240.52,222.12,26.321,2.0552,280.77,66.352,108,1,3
253.98,234,214.49,24.36,2.0375,25.69,533.49,200,2,3
122.3,153.07,172.19,9.2871,4.6421,190.6,248.54,111,9,5
23.356,26.555,25.896,22.967,6.1102,370.23,434.88,634,1,5
113.08,131.31,134.91,11.916,4.7609,149.92,654.08,225,6,5
171.64,183.54,215.85,7.5668,3.4063,68.82,510.61,561,5,1
108.16,149.77,209.53,16.411,3.3781,118.04,747.78,73,7,1
7.1918,7.1918,7.1918,14.008,3.1242,530.15,726.92,73,3,2
11.787,12.354,11.798,15.92,4.8338,41.55,13.319,342,25,2
254,238.34,210.56,46.545,1.5583,319.7,661.59,107,3,3
212.02,198.41,170.98,17.254,21.121,261.42,294.69,185,3,3
147.26,154.57,172,26.696,1.7137,68.224,155.97,617,2,1
196.93,209.77,216.71,17.717,2.1933,39.223,554.12,139,2,1
68.469,67.966,74.521,17.009,8.4786,109.3,629.52,290,6,2
70.629,59.043,37.343,4.9683,36.285,150.81,17.886,70,29,2
50.997,42.118,45.599,28.803,1.9076,293.8,723.43,382,5,3
50.686,41.343,44.29,26.952,1.7896,288.73,604.75,338,2,3
88.821,94.015,104.85,17.995,14.537,186.66,413.57,67,19,4
85.045,82.924,85.394,40.291,36.864,300.44,364.88,66,34,4
41.984,43.33,55.369,18.6,3.1975,155.71,509.18,575,2,5
27.929,27.31,30.333,11.113,4.4611,359.31,590.93,126,6,5
75.431,57.959,53.877,-8.3082,5.2114,264.76,629.51,195,10,5
172.13,211.1,254,20.145,2.2581,34.448,283.46,105,5,1
199.13,235.87,254,16.564,2.7149,46.628,588.13,341,4,1
82.32,79.8,61.8,4.5984,60.3,137.39,54.9,100,50,2
51.877,62.041,40.11,-14.356,17.47,129.42,765.45,73,61,2
187.51,131.65,99.14,18.912,7.2219,346.12,349.79,43,10,3
134.95,95.649,80.703,16.661,7.1761,331.24,556.49,37,18,3
176.3,195.7,224.89,17.804,4.1601,122.07,578.56,27,7,4
166.34,176.08,181.41,11.822,2.7882,114.43,338.63,216,5,4
86.922,96.359,107.59,4.7019,28.504,260.2,556.34,64,49,5
10.818,17.971,18.362,16.757,9.8983,445.01,554.72,556,1,5
23.826,28.972,26.193,36.667,15.195,417.26,239.79,471,3,5
30.182,31.587,25.439,34.743,7.2397,450.38,416.3,1228,1,6
153.17,192.85,254,1.0776,2.2239,67.646,276.46,48,3,1
190.96,205.18,250.43,30.855,3.1493,40.426,552.97,249,4,1
33.712,39.974,27.216,8.0541,17.28,359.11,36.536,153,10,2
109.76,116.32,94.162,6.4241,50.356,562.92,316.46,37,76,2
18.812,21.776,18.541,-17.297,18.326,239.31,791.67,85,15,2
166.13,112.83,81.642,-2.1098,8.9067,315.75,351.13,53,11,3
138.97,81.385,56.872,2.9362,5.3777,510.46,666.69,39,7,3
203.54,139.49,102.86,8.7268,6.1296,360.57,193.51,65,12,3
145.38,145.85,150.9,24.145,14.598,153.65,409.5,141,4,4
151.25,163,187.34,-18.204,20.757,176.41,249.03,153,9,4
71.108,64.001,65.915,15.377,9.5716,254.85,437.88,768,3,5
92.696,129.58,173.2,18.469,2.4672,208.88,591.6,214,3,5
199.79,192.01,172.41,30.384,20.968,282.73,211.56,70,57,5
70.203,110.02,171.79,17.795,2.4055,34.771,94.026,153,3,1
90.167,128.7,192.76,25.984,1.8984,143.76,664.53,66,2,1
35.85,36.271,15.869,2.6871,25.606,563.73,452.65,107,20,2
34.157,32.896,19.296,1.5366,19.274,547.11,745.7,115,8,2
219.8,152.38,97.32,2.1045,19.531,233.84,166.18,97,25,3
215.92,153.02,104.47,-3.1204,29.748,345.49,480.29,93,51,3
76.435,68.542,72.588,15.908,4.7636,71.65,197.2,177,7,4
67.371,79.799,102.81,-3.1279,22.79,95.899,560.27,159,10,4
218.54,211.49,194.07,22.095,1.6523,235.21,386.08,166,3,5
214.79,207.91,194.91,15.884,2.4687,57.04,401.53,75,4,5
13.324,12.622,12.541,3.5328,5.8539,436.54,306.76,37,12,5
96.759,86.538,69.118,19.089,7.3484,458.79,481.35,1313,15,6
180.22,225.97,255,34.305,2.113,174.05,152.1,63,1,1
159.47,195,254,21.136,2.2228,62.845,759.95,271,3,1
116.11,126.86,65.679,8.3509,33.171,290.96,72.429,28,42,2
45.24,55.891,60.451,13.035,23.491,49.526,206.12,175,6,2
185.84,135.16,102.11,15.538,6.5238,203.71,306.3,56,7,3
77.443,50.591,42.318,6.6828,5.4347,337.35,766.07,88,10,3
134.7,121.38,116.8,-15.992,31.538,30,501.44,50,8,4
165.93,174.73,181.73,51.313,14.784,200.83,226.43,30,3,4
168.45,168.28,154.31,-0.97496,34.984,198.03,424.84,226,85,5
59.189,68.919,76.144,12.414,20.543,372.46,417.68,111,3,5
106.8,147.87,207.35,23.05,1.945,31.89,445.41,427,4,1
139.54,171.47,216.4,31.921,1.5516,184.4,660.51,235,1,1
81.724,80.397,33.103,-8.2027,42.02,228.29,72.276,58,79,2
94.682,109.91,37.5,-36.011,73.368,319.32,225.14,22,105,2
25.803,20.061,12.53,16.483,7.3937,128.98,770.73,66,3,2
224.26,176.13,135.69,-11.754,19.829,52.308,151.69,107,5,3
236.94,192.9,152.1,-9.4924,13.441,320.52,444.81,31,23,3
74.714,66.286,63.357,12.48,16.157,341.29,612,14,35,3
134.4,116.78,108.28,23.132,17.236,203.55,424.76,58,32,4
131.52,109.26,97.194,-9.1738,10.353,248.68,663.26,31,23,4
113.1,98.279,83.772,-4.4392,18.576,120.42,108.15,1643,14,5
63.251,52.854,40.618,30.19,10.409,207.15,265.98,199,5,5
44.629,48.257,58.457,29.639,2.7993,402.31,600.91,35,3,6
26.617,8.5631,7.2524,19.043,2.3175,384.43,76.796,206,2,6
93.36,122.88,171.68,28.841,2.2816,195.88,18.64,50,5,1
72.869,108.39,166.23,22.492,2.5317,103.11,695.5,137,5,1
26.291,36.564,12.364,8.386,27.285,413.33,788.89,55,50,2
204.09,156.71,121.63,12.247,9.4755,417.8,98.289,76,21,3
185.3,136.2,104.17,-6.0927,25.319,285.67,733.77,30,52,3
47.691,45.704,48.494,6.741,6.8397,87.074,105.94,81,13,4
50.559,50,50.644,2.4535,6.7814,130.75,421.49,59,7,4
88.286,73.286,68.143,-14.981,10.095,226.43,656.29,7,28,4
222.11,221.14,212.18,29.875,2.8832,321.11,133.28,72,6,5
62.837,70.111,80.882,23.881,1.9585,333.19,379.87,153,3,5
57.642,64.931,76.459,18.811,10.017,323.61,510.97,218,3,5
65.591,27.443,28.227,10.981,2.6841,489.88,371.77,176,5,6
61.048,24.476,25.19,13.718,3.5332,475.43,527.19,21,8,6
118.23,60.861,45.222,22.689,3.2767,466.7,666.15,158,8,6
124.93,131.62,144.87,24.679,2.1586,55.53,110.17,247,4,1
211.36,220.2,221.95,4.2051,2.9614,51.568,672.43,44,5,1
33.635,31.206,25.857,-6.2873,7.4592,179.27,240.75,63,9,2
48.678,47.855,49.796,23.55,7.0987,178.27,726.83,339,2,2
29.127,17.825,16.667,21.113,1.7868,277.43,78.143,63,3,3
76.833,76.389,80.778,-10.336,15.65,225.83,467.67,36,34,4
72.895,73.14,79.233,-13.349,36.624,284.85,454.12,86,66,4
29.219,27.47,25.082,17.178,6.6757,267.6,192.19,219,5,5
179.16,223.65,254,19.073,2.2519,67.968,737.21,62,4,1
169.52,213.36,254,39.788,2.0872,50.386,76.045,44,4,1
11.761,17.2,9.8784,6.2617,6.9128,583.45,54.204,255,4,2
22.481,36.111,20.556,5.8629,9.7096,485.44,460.37,27,17,2
55.387,32.645,28.556,14.816,17.919,327.48,771.59,124,14,2
182.1,135.24,110.27,5.5057,6.12,173.02,91.024,41,13,3
135.96,87.021,61.553,13.983,7.5034,322.45,564.94,47,10,3
140.79,158.59,186.17,-26.864,29.168,137.48,194.66,29,10,4
157.55,171.18,198.18,-15.755,30.769,163,649.59,22,41,4
28.382,36.801,39.849,14.944,14.58,258.17,296.12,251,4,5
10.662,14.446,26.541,19.872,6.684,252.93,485.93,74,20,5
109.21,96.603,86.215,33.08,27.958,243.05,34.116,121,20,5
223.16,230.19,233.58,23.155,1.814,58.086,167.73,430,2,1
148.28,155.8,172.52,16.831,2.2473,59.012,652.03,86,6,1
44.373,39.458,35.915,11.912,9.793,283.8,781.37,59,27,2
80.233,71.329,81.658,3.1243,5.6351,331.11,134.04,73,4,3
56.971,44.814,49.386,5.3182,6.0318,474.57,460.17,70,9,3
69.772,54.544,55.596,3.9979,15.991,355.44,694.51,57,38,3
39.443,37.75,46.295,11.772,4.1855,213.45,473.31,88,4,4
61.158,64.316,76.842,9.8135,5.465,101.42,374.21,19,9,4
93.751,95.59,106.41,8.2027,8.4858,197.59,134.01,173,9,4
61.751,65.021,76.825,25.247,9.309,256.08,270.29,434,3,5
61.768,67.014,76.836,1.9587,7.2622,249.56,400.11,207,2,5
52.654,44.209,48.626,23.192,6.2783,360.97,404.41,211,4,6
48.163,29.64,35.64,35.635,1.9689,399.42,573.37,86,4,6
57.879,48.747,50.374,42.695,4.1643,412.08,182.84,99,4,6
178.17,225.38,254,14.676,1.9962,28.371,76.551,89,4,1
178.78,233.12,254,28.047,2.1266,27.273,461.19,194,3,1
52.263,48.329,36.513,4.1141,22.35,587.91,34.526,76,57,2
58.214,56.286,53.536,-9.1098,31.519,483.86,408.07,28,16,2
56.289,45.429,61.142,20.847,6.3887,283.09,220.98,699,7,3
165.35,126.38,103.75,7.6678,5.1889,303.3,483.38,63,13,3
141.35,163.91,204.83,12.757,32.179,127.57,121.26,23,51,4
152.28,170.82,202.28,-1.3897,18.743,122.02,499.95,479,11,4
24.823,34.115,55.774,19.941,10.397,230.83,252.45,226,4,5
32.665,33.723,41.838,17.46,14.372,410.49,476.69,600,1,5
243.69,250.55,250.86,44.437,1.0107,88.625,160.98,1311,1,1
172.7,183.75,191.92,31.691,1.8439,64.691,555.87,220,3,1
63.319,61.851,54.213,8.5228,15.412,427.81,355.28,47,25,2
89.148,77.222,50.481,4.8394,37.545,560.81,681.59,27,26,2
105.44,87.794,94.235,9.7508,5.418,280.82,229.68,34,4,3
76.547,65.085,67.915,4.3433,10.593,289.82,468.02,106,14,3
104.89,104.25,116.38,12.735,5.4601,180.42,292.37,65,11,4
71.542,67.06,74.169,17.307,8.0926,274.76,573.11,201,26,5
77.7,63.55,64.8,20.526,7.3401,266.2,756.03,60,11,5
45.457,38.068,50.122,18.855,1.9288,374.03,13.766,278,2,6
148.78,205.38,254,27.541,1.4429,37.291,441.95,55,2,1
39.234,52.701,29.182,-5.4503,12.658,431.96,47.286,77,17,2
17.846,19.592,11.328,19.516,4.7006,36.353,172.55,201,11,2
135.4,107.5,87.583,-8.0461,15.855,353,516.33,48,37,3
199.5,160.5,133.5,-0.20756,4.9002,299.5,632,6,15,3
202.4,204.92,197.52,31.646,16.253,150.05,438.05,116,49,4
41.734,39.428,41.065,8.7102,14.91,302.52,542.01,414,13,5
61.758,65.413,70.944,-2.536,22.504,189.72,486.08,392,5,5
115.14,96.291,87.282,1.0645,53.682,345.74,574.08,227,26,7
150.49,182.21,232.86,18.417,2.0265,56.546,357.73,229,2,1
198.87,214.3,245.8,18.989,2.6489,40.481,678.03,106,3,1
14.817,18.477,12.242,5.1808,13.95,457.03,643.41,153,32,2
87.32,112.87,31.213,-5.6797,11.135,518.31,540.16,75,13,2
5.9738,6.2827,6.1309,27.098,1.4284,452.54,793.13,191,1,2
214.77,159.61,120.1,-4.5627,28.215,287.13,109.48,31,55,3
223.88,172.41,138.59,17.226,30.961,329,421.35,17,38,3
171.18,140.14,122.5,-9.1891,37.659,127.79,42.286,28,75,4
99.9,99.1,105.3,10.926,11.018,269.4,587.1,10,20,4
91.25,95.091,123.82,-27.153,23.691,172.2,362.11,44,23,4
89.423,81.077,72.692,18.047,8.688,306.88,245.5,26,17,5
225.36,231.45,229.74,0.35854,6.2278,169.19,223.14,159,5,5
138.95,167.55,214.29,15.216,2.5209,72.606,162.44,66,5,1
220.62,234.68,253.73,24.787,1.8735,33.012,714.13,256,3,1
51.468,56.064,48.638,7.1205,14.38,165.15,594.26,47,17,2
12.421,14.579,12.95,19.291,5.8268,507.52,119.09,121,2,2
156.74,131,109.83,2.3019,20.995,184.74,322.88,42,45,3
115.04,104.66,93.143,-21.981,27.503,419.27,423.36,56,19,3
76,84.72,77.278,8.0148,31.247,309.43,223.63,400,3,5
250,251.82,253.84,66.729,2.3957,16.066,380.09,228,0,1
36.667,43.667,33.333,17.154,26.264,480.5,461,12,46,2
93.358,100.14,81.114,-1.1094,35.392,98.989,77.25,176,16,2
126.8,120.77,115.5,24.348,18.111,265.07,500.84,56,19,3
112.79,108.51,109.59,-27.54,17.242,124.06,253.29,78,15,3
140.41,132.62,163.56,48.177,28.243,13.5,541.56,34,55,4
165.26,200.19,241.25,12.289,3.3968,143.96,647.47,105,5,5
179.34,193.07,216.7,9.4602,3.1837,64.224,267.12,255,5,1
178.24,190.45,214.53,16.742,2.5592,125.19,660.78,257,5,1
72.914,60.486,26.829,9.8874,36.546,399.29,759.83,70,60,2
67.763,64.746,31.085,5.2578,19.425,281.93,683.97,59,36,2
217.08,182.3,148.47,-1.7675,14.979,287.26,212.45,74,11,3
238.63,191.79,148.3,14.744,12.609,358.98,460.37,43,22,3
86.875,77.844,78.594,-18.054,13.069,143.38,58.688,32,14,4
108.32,103.09,99.714,9.8267,13.5,301.52,530.67,91,11,4
68.359,62.373,58.714,-2.7008,26.338,217.66,184.21,276,90,5
97.661,36.008,24.678,10.121,6.1665,352.31,271.71,118,4,6
165.5,126.24,100.04,6.1935,38.161,351.95,535.67,204,9,6
167.51,185.23,220.31,12.837,2.632,12.513,300.39,195,2,1
174.24,186.79,218.07,17.17,3.7838,14.358,690.18,657,11,1
33.263,46,18.842,18.998,24.405,545.16,97.316,19,55,2
204,158.74,119.05,2.9206,20.186,320.5,488,58,45,3
212.73,178.09,139.5,24.932,10.611,283.14,773.23,22,13,3
111,93.909,86.545,-24.665,34.166,135.36,324.45,11,51,4
89.606,75.758,70.803,-25.489,26.742,184.35,577.77,66,22,4
216.03,222.12,208.18,12.852,2.8339,221.18,260.65,34,7,5
103.98,64.854,36.123,18.42,25.916,322.26,259.16,171,75,5
54.48,80,116.65,4.5889,13.424,422.34,245.94,202,5,6
21.494,48.355,86.626,10.061,3.7457,409.45,579.11,265,7,6
44.136,25.308,19.231,23.405,6.9126,396.52,724.83,221,17,6
173.09,190.09,225.24,25.024,4.2848,112.25,83.928,513,4,1
137.45,165.68,216.36,23.08,2.3436,71.139,713.27,244,3,1
71.418,80.418,22.076,4.3765,48.985,397.95,80.835,79,88,2
116.66,130.46,40.902,10.38,20.507,546.76,57.902,92,27,2
37.804,37.522,26.167,-12.848,19.682,293.43,657.08,138,47,2
230.61,198.73,159.64,5.4204,17.53,204.14,350.48,44,37,3
228.12,187.1,148.67,0.0023977,21.808,299.7,448.09,67,31,3
233.57,190.07,145.66,1.0404,19.721,276.26,204.26,68,58,3
86.091,83.818,88.545,-29.918,11.82,131.18,319,11,20,4
124.3,121.75,126.38,26.966,24.528,198.07,286.25,404,3,5
62.95,59.058,48.229,11.952,32.034,395.64,565.71,1241,2,6
198.05,218.29,254,16.452,3.4723,59.641,96.748,206,4,1
218.05,225.91,251.84,19.412,2.7788,58.417,736.81,319,4,1
42.005,38.131,31.888,21.46,12.049,398.15,145.71,206,8,2
22.522,27.449,15.754,11.191,10.361,526.87,234.81,69,14,2
163.62,181.87,72.149,1.6341,20.779,527.36,769.32,47,18,2
134.8,102.39,83.955,-1.9445,26.553,248.08,221.72,88,22,3
202.81,160,125.02,3.2292,18.083,327.11,422.2,227,17,3
213.18,179.61,149.49,-1.8042,25.531,380.95,735.98,187,32,3
204.28,173.69,158.28,7.6791,28.637,159.34,449.38,29,33,4
53.722,44.367,50.544,-7.023,8.8221,172.27,46.044,90,14,4
226.62,219.33,200.45,0.42415,13.839,317.26,477.53,73,18,5
140.24,145.71,143.52,11.335,6.871,447.26,476,42,8,5
34.766,51.894,90.562,14.4,10.502,417.51,549.5,1108,4,6
38.893,48.793,89.171,9.5663,20.875,540.96,467.48,140,6,6
177.34,201.76,252.59,9.2588,3.2191,138.67,103.94,123,7,1
141.49,180.05,241.89,21.787,2.4698,53.288,488.23,718,2,1
11.27,11.95,14.26,9.9512,3.2147,337.05,548.58,100,7,2
23.08,25.977,26.068,7.4534,7.7582,431.31,64.466,88,11,2
157.88,167.49,173.22,10.521,4.9627,390.58,252.29,240,8,3
151.35,146.43,131.08,3.3133,11.818,401,170.98,51,20,3
109.38,118.51,131.35,18.554,11.455,237.1,757.27,96,12,3
246.23,156.15,112.54,-11.089,20.472,196.62,351.46,13,38,4
142.14,95.071,89.571,-18.995,35.035,85.929,604.14,14,46,4
63.78,54.46,63.52,4.8411,29.374,66.84,705.78,50,29,4
89.359,90.283,98.676,10.464,22.595,254.38,359.46,145,35,5
37.439,39.099,47.294,12.96,4.9973,168.39,638.03,959,5,5
173.88,203.04,254.99,24.877,2.057,155.54,97.664,152,2,1
165.28,198.88,253.3,17.318,2.296,108.61,620.48,228,3,1
59.255,47.392,54.294,-10.149,38.679,360.43,110.55,51,17,2
75.024,93.512,48.798,3.2047,53.64,473.21,344.39,84,135,2
20.696,21.41,18.267,3.7734,7.9096,491.18,787.57,161,3,2
130.11,106.61,90.694,0.96248,14.404,443.56,494.11,36,30,3
134.65,115.55,99.71,9.3288,10.294,414.63,194.71,62,17,3
116.65,99.302,101.7,10.96,6.9128,249.4,458.58,43,3,4
176.46,139.19,121.63,15.027,29.686,305.87,596.57,70,89,4
179.29,144.19,130.84,6.6083,31.369,276.74,691.48,31,46,4
70.613,83.507,113.9,35.253,14.662,229.04,334.09,142,3,5
41.314,41.902,50.216,12.247,3.7255,358.22,326.67,51,9,5
109.6,79.19,69.686,-2.1539,9.169,447.79,558.54,121,3,6
150.25,185.39,248.02,25.45,2.0773,63.075,78.325,255,2,1
170.55,196.47,245.36,25.304,2.5057,64.473,699.78,55,4,1
94.622,97.39,42.183,8.2025,32.653,198.93,47.537,82,35,2
19.486,36.829,26.143,33.024,16.202,408.69,199.43,35,40,2
220.13,164.06,113.77,11.729,9.8432,228.25,97.406,69,10,3
120.51,101.01,85.101,-0.15437,14.089,343.37,540.27,99,23,3
188.49,159.82,141.4,3.4669,29.369,218.63,292.3,57,38,4
188.08,164.39,149.68,5.5423,16.377,100.81,313.03,59,33,4
158.4,164.14,170.73,9.8201,20.184,144.85,370.57,576,7,5
103.14,121.88,144.94,29.997,1.8259,260.79,383.73,302,2,5
59.445,62.776,74.925,11.155,24.598,281.91,628.87,562,1,5
8.5116,7.2338,10.718,34.191,5.2531,526.01,356.7,432,4,6
158.57,174.04,208.33,12.623,3.242,118.28,129.06,83,4,1
170.18,185.02,214.71,17.091,2.4972,57.587,634.08,184,5,1
56.817,56.634,21.329,-9.9349,32.952,481.82,137.33,82,66,2
45.523,13.477,23.068,12.188,2.9201,284.77,73.591,44,4,2
41.163,38.138,22.688,4.7999,16.332,484.41,385.86,80,21,2
198.72,165.69,143.74,-4.988e-05,23.447,257.48,208.3,54,45,3
96.5,83.647,75.676,-0.37721,10.693,379.68,357.85,34,15,3
140.43,116,102.83,-6.9681,31.435,252.43,697.14,42,63,3
58.115,57.077,66.615,3.314,10.697,267.88,337,26,16,4
128.74,116.76,113.74,13.751,10.961,160.9,574.69,84,21,4
67.306,67.722,81.185,-16.443,8.2112,199.11,215.19,108,10,4
39.787,49.269,63.419,24.032,6.8422,298.56,449.05,1560,5,5
58.615,75.782,93.571,37.187,5.0609,327.4,253.09,156,3,5
70.257,68.588,72.399,3.8277,21.01,410.37,424.44,1056,7,5
54.652,62.53,76.17,15.889,8.7595,346.55,131.57,253,3,5
17.724,16.997,22.677,35.613,2.6733,443.28,684.63,2131,2,6
172.76,200.88,252.73,20.499,1.9444,16.643,271.17,336,2,1
159.85,192.79,244.18,9.5148,2.5055,53.176,744.95,85,6,1
15.847,24.681,21.222,13.14,9.3948,428.93,559.15,72,14,2
19.231,31.282,23.551,4.0191,11.622,581.83,288.15,78,25,2
28.826,40.372,32.884,0.58712,9.1401,429.6,780.73,86,23,2
144.05,124.52,108.41,10.843,16.254,260.38,250.01,81,21,3
128.61,118.2,109.36,10.07,11.464,375.84,386.39,123,32,3
142.52,131.57,126.38,-8.9147,14.882,295.09,638.86,58,34,3
111.27,105.2,112.54,-3.1907,13.631,98.627,330.31,102,17,4
68.919,63.973,74.919,-11.243,9.3531,103.95,24.973,37,25,4
194.91,162,143.4,18.585,15.329,271.66,762.31,35,11,4
126.93,150.25,161.55,10.664,5.7069,296.07,197.98,124,9,5
138.65,161.26,188.96,-9.0553,27.87,139.24,170.2,147,2,5
130.29,133.08,136.81,-18.86,30.168,256.58,549.2,239,15,5
23.404,21.815,24.639,30.738,10.229,436.92,376.3,1395,1,6
249.44,251.85,251.73,72.293,0.58413,51.559,242.77,1398,0,1
252.69,252.86,252.19,81.963,0.85529,30.089,668.08,2350,0,1
10.894,15.922,21.22,16.86,5.9209,508.91,189.3,141,5,2
43.031,49.257,36.472,3.6454,12.522,538.15,760.99,288,23,2
189.93,209.03,90.167,-2.9476,19.732,4.9028,32.139,72,44,2
135.69,114.06,95.213,6.7343,9.0498,225.62,344.26,239,7,3
172.94,151.06,146.15,-1.8059,7.4132,181.13,660.27,82,9,3
104.69,87.857,69.086,-0.050637,13.592,503.57,475.41,70,3,3
96.548,116.53,76.516,-16.503,26.373,327.03,391.39,62,39,5
188.15,195.99,209.12,-3.4938,16.457,385.38,224.55,74,26,5
138.49,187.67,239.98,19.414,22.104,233.64,242.25,128,34,5
102.71,130.72,161.85,0.66463,33.126,143.11,263.3,198,15,5
104.14,138.4,191.04,11.805,1.9866,98.533,160.17,152,3,1
119.55,147.31,194.37,7.5831,3.1726,89.086,684.65,175,6,1
81.397,74.825,41.016,5.8754,52.323,287.78,477.06,63,160,2
9.2573,12.039,7.6117,15.634,7.1077,522.77,128.45,206,19,2
41.053,50.263,19.158,5.0652,29.866,413.42,725.37,19,55,2
221.22,203.02,183.05,18.609,3.2158,336.28,238.35,60,5,3
237.68,221.69,197.48,15.35,3.5369,269.09,720.33,231,4,3
