@RELATION train_nogradient

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute num_pixels_regions REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
55.507,58.693,48.933,400.76,684.52,75,54,2
53.737,66.526,47.421,377.32,775.26,19,28,2
158.76,143.91,138.24,167.5,438.5,34,18,3
141.05,131.7,122,99.5,157.39,44,25,3
102.76,93.301,85.728,414.47,201.86,103,9,3
144.14,130.56,128.75,334.39,294.54,72,6,3
143.63,125.12,118.59,284.68,572.44,98,44,3
149.52,133.13,125.22,159.33,576.93,46,14,3
130.67,123.45,117.59,172.63,722.43,49,41,3
140,126.33,117.33,316.44,698.11,9,23,3
131.64,130.64,136.14,67.357,781.21,14,48,4
102.22,101.26,106,123.15,786.93,27,86,4
122.28,121.29,135.64,84.462,385.42,78,35,5
171.44,169.56,187.54,206.66,397.47,59,25,5
109.96,106.09,117.68,351.72,391.36,151,12,5
180.41,181.7,198.74,108.34,491.19,99,4,5
152.8,156.59,169.13,124.24,637.97,262,2,5
174.85,178.02,187.46,10.403,667.33,243,8,5
165.49,166.63,178.59,14.769,576.11,229,5,5
149.41,151.18,160.53,11.063,633,205,7,5
102.9,96.69,115.97,358.69,644.62,58,95,5
123.74,123.52,138.46,213.7,617.87,125,26,5
131.07,133.16,138.01,178.36,766.83,180,12,5
46.765,49.824,54.431,272.8,777.98,51,3,5
47.041,48.306,54.959,10.857,132.07,98,13,5
197.01,202.62,216.01,14.364,242.6,338,1,5
53.391,58.957,57.891,23.935,20.261,46,4,5
145.81,131.71,129.14,183.1,305.9,21,32,5
92.282,82.376,86.024,340.73,312.74,85,12,5
226.59,228.39,231.13,40.804,94.663,674,2,1
253.1,252.21,253.48,43.467,472.16,1287,2,1
252.32,252.19,253.15,69.827,711.06,3506,1,1
246.54,246.54,248.77,154.09,771.71,5314,0,1
36.423,38.423,25.885,364.04,776.69,26,12,2
16.356,17.753,12.877,430.16,205.36,73,14,2
13.765,15.941,10.588,467.47,125.35,17,10,2
16.083,20.896,14.104,435.92,38.688,48,6,2
81.411,67.442,64.347,307.14,425.87,95,5,3
69.205,59.205,49.295,316.2,184.61,44,24,3
56.342,45.883,39.425,383.93,287.16,120,7,3
71.027,61.081,59.622,382.76,562.35,37,8,3
78.816,70.868,63.842,294.84,697.87,38,14,3
67.718,61.847,56.553,388.84,727.88,85,9,3
48.818,41.273,48.455,201.09,337.64,11,16,4
43.506,40.671,41.57,181.92,111.99,79,22,4
56.909,48.682,56.909,198.86,402.18,22,7,4
60.263,54.316,60.921,210.66,589.34,38,14,4
60.62,55.747,61.595,201.82,700.72,79,11,4
61.658,58.421,68.181,187.72,483.97,354,2,5
33.882,32.126,36.655,263.46,486.69,501,29,5
122.57,120,128.08,176.96,611.24,262,99,5
107.41,105.49,110.9,251.13,633.96,167,6,5
59.885,59.731,58.885,347.5,639.77,26,11,5
47.642,45.109,47.679,337.75,476.04,377,15,5
49.024,44.341,40.22,339.76,319.29,41,14,5
38.311,34.063,33.395,253.48,312.55,190,4,5
19.397,18.904,22.603,418.97,326.48,73,11,5
35.632,31.038,28.443,411.14,256.83,185,7,5
39.549,36.998,35.386,339.15,234.74,599,23,5
39.584,35.496,35.478,261.75,252.41,226,28,5
31.918,32.538,34.971,219.24,67.912,171,25,5
15.613,16.19,16.895,322.18,50.01,315,1,5
46.66,47.103,49.979,141.94,47.026,194,14,5
50.309,48.649,51.5,172.94,203.94,94,18,5
253.99,254,253.99,14.104,316.28,2905,0,1
249.3,249.23,249.42,193.31,235.42,277,0,1
73.118,84.118,63.147,133.88,94.853,34,18,2
59.304,65.217,44,318.13,127.26,23,8,2
39.801,45.038,27.224,404.89,28.904,156,9,2
135.35,119.15,117.65,208.85,374.92,26,47,3
167.83,155.85,159.81,272.89,298.06,47,16,3
95.444,79.444,79.089,417.42,388.89,45,31,3
126.57,112.84,109.66,455.39,509.77,44,62,3
109.51,98.991,96.275,383.3,693.57,109,8,3
122.05,110.31,105.86,166.73,690.55,85,22,3
163.89,148.63,148.89,181.77,477.26,35,43,3
72.304,71.696,85.732,280.7,526.71,56,55,5
70.046,64.657,75.296,312.97,423.17,108,27,5
78.141,74.065,87.652,138.38,425.25,92,30,5
181.82,182.18,192.94,77.362,530.84,177,29,5
50.971,45.014,50.8,376.97,334.13,70,34,5
67.725,65.137,78.784,249.04,333.24,51,80,5
126.77,124.05,140.16,128.7,329.9,196,139,5
48.385,44.487,50.949,436.79,295.1,39,30,6
251,255,254,47.99,49.069,9384,0,1
251,255,253.95,116.57,152.26,3418,0,1
35.256,34.282,35.852,542.28,222.68,277,8,2
53.924,47.909,44,515.3,50.348,66,20,2
222.07,204.6,201,251.93,265.6,15,32,3
103.52,90.407,84.444,408,166.52,27,34,3
144.66,123.39,111.31,431.29,416.42,62,18,3
166.21,145.02,134.14,404.52,760.03,66,23,3
231.57,211.37,207.81,35.239,310.93,67,22,3
80.659,78.126,93.12,289.02,165.63,167,6,5
41.872,40.872,56.872,285,122.92,39,11,5
160.47,154.89,194.27,170.25,459.28,531,3,5
173.15,165.35,206.82,169.3,549.03,211,2,5
166.44,159.77,200.61,180.16,604.82,95,5,5
186.91,196.65,234.72,168.81,786.67,263,5,5
172.73,185.1,222.51,55.294,757.34,282,11,5
47.566,45.566,56.566,413.52,541.25,288,5,5
32.6,30.988,37.282,388.85,681.02,85,8,5
71.452,67.081,78.919,145.52,265.31,62,141,2
228.4,211.37,196.88,174.67,387.85,52,20,3
208.36,188,177.24,324.6,325.18,45,41,3
221.94,198.11,188.08,162.04,533.48,112,16,3
209.82,182.76,171.94,321.79,487.82,34,54,3
202.93,180.36,167.79,342.29,686.36,14,36,3
220.37,189.34,179.24,195.72,754.49,68,63,3
106.14,94.714,92.857,147.71,118.86,7,25,3
215.42,192.53,186.24,51.737,60.132,38,11,3
180.86,158.54,148.3,376.86,58.108,37,18,3
64.231,54.231,53.231,313.69,154.04,26,10,3
60.32,48.734,48.039,314.65,414.25,128,7,5
251.96,254.8,247.81,47.006,461.64,171,0,5
101.09,94.116,92.651,305.74,601.07,43,17,5
32.38,29.729,34.566,330.04,739.42,129,6,5
185.15,174.65,173.53,50.794,732.89,175,5,5
252,254.76,247.8,39.926,666.99,94,0,5
241.64,247.42,249.72,34.125,413.29,240,1,5
35.556,33.444,41.944,406.69,523.08,36,7,6
252.69,252.85,253.69,36.162,54.492,585,0,1
252.82,252.71,253.42,124.5,30.003,4052,0,1
52.942,47.327,60.192,182.15,670.44,52,20,2
199.46,174.15,164.36,292.4,328.03,67,33,3
178.85,157.65,155.72,106.96,253.46,54,18,3
196.27,172.81,171.1,258.88,87.479,48,53,3
135.8,117.01,114.81,431.47,185.79,96,44,3
124.18,108.03,107.73,477.04,348.85,74,14,3
162.9,139.92,134.33,458.76,471.75,102,38,3
113.43,96.286,95.429,221.5,524.29,14,41,3
188.41,158.03,147.25,205.3,774.78,64,20,3
143.84,143.79,176.93,98.28,317,571,3,5
139.49,140.12,174.27,82.935,356.56,214,2,5
50.166,48.592,57.44,147.46,183.4,434,3,5
64.907,67.86,113.56,120.84,154.14,43,8,5
65.983,47.472,34.149,389.56,279.25,538,9,5
33.19,30.91,32.734,374.11,235.73,379,3,5
167.3,151,137.7,190.66,335.06,47,10,3
162.18,146.11,133.99,297.68,346.26,95,23,3
168.71,155.79,142.99,87.908,261.53,76,22,3
164.23,153.8,140.52,168.61,159.96,192,20,3
139.3,137.25,120.66,463.87,106.36,100,19,3
145.92,126.16,111.08,431.68,512.92,37,31,3
129.88,113.94,105.06,272.5,572.13,16,39,3
141.73,129.24,117.61,74.378,543.96,82,13,3
170.67,163.52,148.24,184,741.9,21,24,3
156.23,146.91,133.92,406.28,757.91,53,35,3
121.64,120.21,137.79,188.95,396.19,75,56,5
190.33,191.94,209.92,190.52,376.63,706,3,5
183.41,191.19,207.21,43.384,371.28,263,1,5
166.79,173.13,189.05,45.639,397.86,285,1,5
117.22,121.7,121.66,90.441,118.11,161,25,5
126.78,131.87,130.68,65.959,78.381,218,16,5
93.119,93.167,84.581,281.23,102.93,227,8,5
95.482,95.368,85.793,291.11,67.426,589,5,5
136.99,137.86,145.71,323.49,381.66,139,5,5
129.94,126.76,127.08,339.45,418.61,71,3,5
130.53,126.8,119.49,264.89,668.94,150,21,5
128.97,130.71,130.82,271.63,702.3,98,4,5
118.88,123.49,120.58,134.92,689.75,77,55,5
125.56,125.34,120.74,121.54,661.36,149,35,5
162.81,167.3,171.01,25.234,781.47,128,128,5
112.19,120.23,124.28,144.84,790.98,43,73,5
50.78,51.404,52.046,264.86,787.83,109,3,5
34.266,31.632,31.206,373.72,207.81,549,2,6
155.01,148.97,137.32,90.347,128.19,72,20,3
147.06,138.23,128.14,339.51,120.47,79,23,3
141.33,129.32,120.38,427.38,288.14,91,39,3
176.25,163.25,153.95,77.65,371.3,20,13,3
158.75,148.59,138.8,62.589,566.23,56,6,3
155.18,141.67,134.82,286.33,574.6,55,25,3
153.38,140.29,131.55,177.49,656.3,82,14,3
139.37,129.12,114.8,395.31,743.51,49,23,3
126.53,121.82,107.47,469.41,66.294,17,28,3
136.27,133.33,133.81,287.2,342.07,102,24,5
144.57,143.49,146.45,290.02,290.24,51,16,5
186.41,190.72,210.44,94.818,296.33,303,8,5
218.01,224.04,243.51,81.332,329.76,364,4,5
128.3,136.52,152.62,102.46,745.99,498,2,5
102.6,109.83,124.23,80.459,766.68,268,3,5
130.6,134,135.69,293.64,762.86,77,5,5
94.144,97.718,106.92,254.07,782.35,202,2,5
39.952,36.787,43.979,339.06,516.51,291,1,6
254.08,253.77,253.88,11.281,783.47,64,0,1
161.21,149.58,147.05,222.17,269.14,76,29,3
112.53,104.44,96.25,118,149.56,32,37,3
136.48,125.07,114.06,400.08,165.05,88,17,3
142.46,122.36,120.07,423.38,385.59,61,75,3
160.17,145.09,147.38,307.55,464.06,53,39,3
174.65,162.5,161.89,127.54,453.41,46,40,3
164.64,154.89,152.64,151.43,584.25,28,15,3
158.56,149.89,149.89,33.778,572.56,9,36,3
154.71,150.16,149.13,66.145,668.39,69,23,3
150.38,142.31,141.5,276.12,662.27,26,24,3
128.63,124.11,122.74,369.15,721.26,27,18,3
122.31,119.31,118.69,325.22,768.31,36,16,3
138.47,138.43,137.83,170.23,757.47,30,30,3
124.8,124.15,129.21,74.4,758.35,80,11,3
220.33,220.99,227.56,225.1,384.24,78,23,5
234.36,237.9,251.91,219.51,353.09,67,6,5
178.62,186.35,210.69,30.519,353.79,730,2,5
202.16,211.13,237.88,42.817,387.7,284,6,5
126.26,139.09,158.17,117.91,43.522,23,3,5
98.991,108.53,111.64,293.37,30.308,325,11,5
55.636,58.03,72.364,252.97,505.03,33,32,5
96.32,97.585,114.61,237.29,535,241,14,5
114.48,121.96,137.11,117.33,521.5,54,33,5
108.48,111.64,123.82,91.581,496.18,444,7,5
114.25,115.14,122.56,117.97,607.53,36,4,5
89.346,93.221,98.456,146.82,699.05,136,6,5
59.904,58.728,70.263,281.39,692.07,114,3,5
123.56,131.3,152.07,15.643,692.81,84,148,5
114.74,123.04,139.64,57.228,786.05,101,58,5
63,64.675,70,167.95,788.2,40,53,5
70.464,74.646,87.923,271.46,789.85,181,20,5
71.418,75.255,91.245,332.94,628.89,110,6,6
226.65,225.68,219.37,387.64,43.991,436,0,1
252,251.97,251.8,205.02,92.276,850,0,1
254.93,254.95,254.94,66.763,118.63,3059,0,1
77.907,72.256,22.372,491.16,24.512,43,27,2
108.15,99.236,51.451,155.13,10.188,144,41,2
142.13,105.91,86.509,261.79,330.66,53,16,3
117.06,90.314,75.157,461.92,341.45,51,57,3
236.31,218.46,204.54,383.58,168.62,26,27,3
244.25,234.28,222.78,346.44,122.72,32,28,3
227.96,210.04,194.91,548.13,148.83,23,23,3
217.2,196.53,179.93,533.89,283.58,55,42,3
190.62,166.93,144.4,509.83,579.29,42,57,3
221.21,189.38,173.94,199.79,538.62,53,76,3
226.11,201.53,185.8,106.64,703.27,113,32,3
230.26,202.04,187.96,31.815,554.54,54,34,3
86.789,80.684,93.93,168.95,417.02,57,61,5
190.81,205.51,238.78,135.88,451.79,67,1,5
158.2,161.02,159.85,426.33,461.42,60,84,5
56.617,52.765,59.247,409.44,419.19,81,32,5
115.88,116.98,115.76,320.03,736.79,251,9,5
52.164,44.093,47.375,271.19,780.53,269,9,5
216.34,213.59,217.82,24.4,659.46,85,0,5
212.35,210.71,213.33,357.35,240.27,141,2,5
68.625,63.625,80.75,177.75,225,8,49,5
176.67,163.43,155.73,329.81,159.3,63,55,5
124.33,114.67,115.45,419.48,136.87,89,184,5
114.44,103.84,100.84,464.91,156.66,32,133,5
167.5,156.74,150.28,327.52,117.98,50,75,5
152.42,146.04,148.13,290.82,148.38,136,86,5
170.25,154.88,146.41,447.1,106.37,51,54,5
253.93,253.93,253.91,97.391,134.59,46,1,1
64.095,73.238,56.952,103.5,15.167,42,26,2
69.625,71.625,60,369.88,258.88,8,25,2
81.961,84.558,77.091,404.49,714.82,77,38,2
182.06,169.37,161.91,101.89,500.83,35,15,3
155.34,141.37,139.89,254.42,310.37,38,10,3
137.04,125.11,119.96,224.91,233.24,45,40,3
135.21,128.03,121.71,114.31,166.09,58,9,3
85.553,83.277,78.319,156.26,85.851,47,6,3
159.88,149.69,139.56,246.56,720.56,16,30,3
160.24,153.14,149.24,45.862,709.48,29,5,3
109.48,104.2,98.063,417.87,576.8,158,4,3
137.59,126.06,127.13,379.74,378,135,26,3
159.2,150.38,159.33,192.49,503.91,45,141,4
129.74,117.67,130.37,249.24,435.26,54,71,4
137.89,136.4,145.17,20.571,176.46,35,37,4
133.19,134.64,151.67,179.65,360.12,443,9,5
146.75,144.06,158.28,176.71,337.5,198,9,5
86.667,85.948,94.875,52.927,362.49,96,3,5
101.67,100.75,114.57,23.5,508.99,164,22,5
82.448,82.905,92.065,54.816,317.37,201,3,5
144.3,144.5,141.84,65.636,242.39,44,21,5
82.457,81.968,86.096,87.085,195.52,94,5,5
63.029,61.282,67.631,186.41,204.61,103,16,5
65.06,64.18,65.98,290.14,196.37,150,11,5
56.81,51.103,59.552,277.22,264.76,58,10,5
57.89,59.193,61.239,206.66,52.56,109,39,5
42.407,43.046,41.904,289.28,65.239,280,2,5
63.18,57.376,68.075,355.23,443.94,133,0,6
114.96,94.573,80.384,375.28,91.05,279,27,7
183.51,208.05,250.22,35.944,413.74,661,7,1
151.71,182.64,245.26,52.402,606.99,321,7,1
174.12,203.88,252.97,41.703,753.08,269,9,1
208.87,228.28,252.17,166.84,759.93,943,7,1
80.127,81.032,23.222,496.43,771.48,63,97,2
64.984,62.54,13.667,561.89,778.49,63,18,2
165.02,129.34,99.659,189.61,31.122,41,46,3
166,131.5,103.8,322.2,246.5,10,42,3
170.08,133.17,103.33,518.63,259.21,24,33,3
89.883,82.013,73.078,521.99,480.88,77,11,3
173.77,133.98,105.48,364.02,443.02,44,50,3
174.02,131.26,105.03,198.87,436.13,61,29,3
180.89,137.5,110.11,240.09,539.18,44,66,3
178.04,143.29,114.25,435.17,547.5,24,58,3
181.3,139.02,107.19,560.3,607.22,54,37,3
170.88,135.66,109.62,491.79,664.81,58,22,3
174.04,145.29,120.17,340.79,656.42,24,17,3
100.95,107.08,122.81,191.4,178.75,589,15,5
128.82,124.35,113.93,406.56,191.01,142,6,5
85.939,90.439,94.985,411,129.41,66,20,5
144.69,156,156.67,421.59,378.45,210,51,5
15.108,13.806,85.699,417.8,348.39,93,2,5
59.214,60.891,59.79,282.44,362.27,229,40,5
14.637,13.88,9.184,267.19,342.57,375,7,5
46.565,49.087,62.348,91.696,369.04,23,43,5
47.978,44.448,47.847,121.15,471.16,491,11,5
101.64,90.92,77.105,272.97,472.42,276,54,5
78.286,68.714,62.214,194.5,560,28,32,5
121.66,113.06,94.914,318.54,580.02,116,98,5
107.76,98.02,82.608,459.45,590.41,51,149,5
84.907,56.648,54.63,341.17,679.06,54,123,5
139.97,140.74,151.94,232.66,672.11,35,26,5
93.84,90.832,79.104,290.47,727.04,125,67,5
120.92,117.88,112.52,558.79,488.4,383,57,6
198.16,194.43,199.08,12.163,593.63,49,0,1
249.94,254.85,248.54,90.154,16.646,65,0,1
128.42,101.54,109.46,72.615,214.92,26,22,3
117.11,90.106,86.585,312.07,191.61,123,16,3
102.11,79.63,77.815,480.3,178.56,27,34,3
248.78,241.43,236.49,207.29,26.571,63,22,3
153.13,122.6,122.79,201.58,423.63,62,51,3
135.41,107.5,107.09,389.41,447.2,46,24,3
124,100.38,97.75,540.5,431.13,16,6,3
152.74,116.76,113.5,259.09,605.53,34,37,3
164,128.57,131.86,75.857,575.43,7,42,3
194.13,161.38,158.63,142.88,686.56,16,39,3
169.49,141.03,136.92,425.41,731.59,39,25,3
188.58,146.83,140.33,579.25,748.25,12,42,3
56.752,70.642,110.21,279.15,390.27,310,5,5
17.553,18.69,31.117,315.79,351.86,197,9,5
100.2,120.76,185.64,135.28,343.1,196,4,5
99.595,98.656,126.36,142.74,402.88,163,47,5
86.461,107.44,173.99,163.27,520.99,284,2,5
82.416,90.122,93.494,499.41,379.48,245,27,5
85.703,93.973,94.081,500.41,325.86,37,11,5
170.53,191.28,243.89,320.26,761.89,149,3,5
152.64,156.35,196.35,143.89,768.42,83,5,5
215.73,226.96,252.57,128.99,790.78,115,3,5
183.44,198.59,250.5,17.481,720.7,54,6,5
131.59,126.95,140.32,29.172,658.81,215,9,5
194.35,204.22,251.78,52.609,762.09,23,8,5
91.955,91.504,13.609,537.86,566,133,4,6
230.32,235.59,227.42,50.801,640.52,523,0,1
250.02,254.99,247.99,201.19,764.74,410,0,1
41.706,43.928,26.068,20.021,499.14,235,9,2
71.503,73.155,62.242,161.34,708.96,161,30,2
52.246,53.007,21.79,46.37,771.71,138,9,2
113.29,88.745,72.833,501.64,338.16,102,15,3
94.057,72,53.755,460.42,57.887,53,8,3
180.44,160.3,151.3,508.15,637.22,27,15,3
212.57,183.14,172.14,336.29,622.86,7,23,3
227.29,212.59,198.38,531.51,728.1,205,14,3
249.95,254.87,247.76,548.33,768,281,0,3
168.88,183.83,204.05,142.35,260.25,580,84,5
34.433,37.667,31.233,104.27,206.17,30,55,5
20.182,20.364,10.394,427.82,254.82,33,25,5
62.95,65.403,31.353,435.9,176.47,119,18,5
35.077,32.091,23.534,510.79,522.31,208,16,5
77.389,74.944,82.222,271.11,503.83,36,96,5
193.98,165.74,170.45,376.07,675.5,82,120,5
84.5,81.675,79.475,426.4,627.7,40,33,5
230.04,227.84,221.48,267.09,607.73,245,1,5
150.26,141.41,151,417.19,733.41,27,59,5
188.13,186.77,185.13,313.5,710.46,48,73,5
222.05,219.42,218.24,263.05,659.03,38,118,5
82.585,71.264,65.547,538.4,685.57,53,35,5
11.121,10.411,10.153,590.78,645.31,124,4,6
248.17,252.98,247.22,184.19,35.198,2000,0,1
249,253.99,248,85.084,135.94,700,0,1
40.962,37.981,24.528,10.679,79.226,53,34,2
64.028,51.841,25.375,298.2,83.523,176,30,2
18.279,15.674,12.395,202.58,502.97,86,5,3
15.892,12.243,72.162,415.07,528.22,74,2,3
58.47,43.879,36.697,554.08,627.73,66,12,3
193.56,164.26,146.5,567.32,405.84,50,22,3
212.83,183,173.43,561.55,240.76,42,22,3
215.13,185.69,173.38,539.85,183.18,39,34,3
154.27,126.66,112.85,535.51,138.83,41,34,3
71.869,46.967,41.918,428.3,31.262,61,13,3
76.154,57.103,53.128,327.41,39.949,39,14,3
88.712,70.538,65.962,374.27,108.77,52,31,3
217.98,193.89,186.07,350.43,257.15,46,48,3
218.35,199.13,199.91,205.17,221,23,33,3
191.81,167.71,164.13,98.188,390.17,69,55,3
84.102,76.932,90.678,250.56,108.19,59,31,4
158.97,163.72,169.29,147.58,338.06,341,17,5
77.139,83.296,92.637,410.84,346.38,267,38,5
152.11,174.08,208.79,331.78,716.33,107,5,5
40.765,42.353,42.059,291.41,748.71,17,114,5
46.926,40.574,36.584,450.55,262.65,202,16,5
94.095,82.863,80.298,257.7,268.95,315,134,5
95.357,81.964,76.75,289.43,215.25,28,50,5
151.48,135.62,135.48,153.76,215.66,58,228,5
108.48,100.3,106.39,202.77,191.21,256,53,5
25.605,23.553,23.474,324.82,182.37,38,63,5
40.383,40.362,44.596,461.47,177.68,47,22,5
131.94,118.37,117.18,471.46,132.7,171,48,5
11.289,6.2,76.222,418.64,79.089,45,6,5
63.723,74.845,105.74,334.88,88.176,148,75,5
58.922,61.739,79.373,263.03,96.602,357,24,5
35.346,32.818,34.214,503.79,80.384,159,52,5
99.009,87.607,85.384,531.03,214.9,318,11,6
102.43,92.272,86.055,567.34,59.773,309,4,7
255,255,251,30.309,761.29,4907,0,1
255,255,251,19.014,663.67,2864,0,1
62.261,63.457,68.841,114.22,37.203,138,11,2
60.608,58.951,72.608,41.725,41.676,102,16,2
189.08,158.75,166.89,247.92,411.68,101,90,3
148.73,124.78,135.03,280.59,307.86,37,45,3
103.33,88.426,99.63,288.91,216.94,54,25,3
111.6,96.327,104.67,301.56,73.509,55,31,3
217.95,191.74,208.82,74.474,407.24,38,45,3
213.92,183.25,197.33,93.472,282.86,36,50,3
217.94,191.25,205.84,118.84,565.97,32,56,3
155.94,120.77,125.59,348.97,742.8,69,70,3
199.65,163.92,165.79,444.42,436.67,66,76,3
150.91,145.43,177.91,93.143,259.43,35,50,4
70.128,57.462,67.923,330.21,685.69,39,3,5
89.538,47.814,62.641,355.46,575.02,468,4,6
247.68,251.75,246.22,26.563,297.8,1103,0,1
249.98,254.96,249,140.89,415.11,957,0,1
239.34,244,237.8,29.031,428.38,847,0,1
49.318,46.773,40.432,77.818,577.58,88,35,2
48.218,45.076,36.436,87.033,751.6,211,8,2
36.225,41.775,28.887,143.51,531.51,80,36,2
154.26,131.56,134.21,71.729,94.829,70,86,3
162.1,129,134.06,25.645,37.71,31,61,3
116.81,93,92.813,331.28,57.781,32,18,3
131.72,107.01,108.13,254.96,380.41,80,92,3
73.512,65.419,71.953,424.16,348.86,43,32,3
117.63,97,101.14,265.21,576.33,43,36,3
102.53,74.733,74.067,398.87,616.6,15,83,3
105.54,83.171,84.415,328.41,702.54,41,74,3
163.9,141.27,138.06,207.1,779.27,143,33,3
168.54,146.06,137.67,49.969,786.39,97,73,3
36.627,36.173,41.76,190.25,155.67,75,109,5
35.2,33.24,38.12,202,42.92,25,7,5
26.231,24.51,27.962,361.69,256.95,104,39,5
79.184,80.408,81.327,382.19,100.21,98,4,5
63.308,60.013,62.282,356.08,170.46,78,57,6
241.88,246.44,241.22,15.5,465.41,364,0,1
248.5,253.47,247.53,18.04,602.93,1215,0,1
249.98,255,249.01,67.473,542.85,1115,0,1
30.444,35.644,22.733,130.33,713.27,45,14,2
37.439,44.035,25.053,286,760.21,57,92,2
15.129,16.447,73.412,454.31,759.59,85,8,2
70.49,82.078,48.725,324.55,646.63,51,48,2
235.76,202.03,179.73,321.55,524,33,23,3
235.79,205.9,189.52,176.35,493.04,48,49,3
223.55,196.47,178.89,479.03,524.61,38,30,3
203.1,173.76,158.07,309.78,562.5,92,14,3
71.767,58.033,54.2,459.93,585.8,30,11,3
96.407,78.963,72.852,488.7,249.56,27,17,3
231.33,202.22,183.94,500.51,450.94,51,17,3
222.41,192.92,173.54,188.48,267.14,87,13,3
77.606,80.682,72.025,235.38,396.92,198,32,5
26.942,27.191,25.497,238.91,364.46,173,56,5
200.08,204.84,210.92,105.55,78.399,143,105,5
93.851,96.256,130.66,18.493,344.27,544,5,5
161.74,182.03,232.23,77.138,393.21,87,31,5
146.81,157.17,199.99,64.208,365.27,159,32,5
171.71,171.83,161.81,490.65,385.39,72,4,5
124.46,120.39,107.36,478.16,368.88,74,28,5
169.4,151.16,142.19,393.87,510.75,149,25,5
158.15,153.06,156.83,248.38,497.88,52,98,5
174.85,172.18,176.87,224.98,531.23,62,66,5
86.763,81.576,81.78,338,546.73,59,145,5
33.956,36,44.386,459.08,47.939,114,17,5
45.429,45.321,44.179,573,519.89,28,8,6
79.836,68.432,74.671,570.01,765.09,146,7,7
61.094,36.302,49.208,571.55,720.51,53,38,7
11.529,11.275,12.471,528.65,757.86,51,10,7
24.167,20.787,18.12,525.58,736.58,108,1,7
186.07,169.14,159.39,525.6,708.41,111,124,7
250.01,254.97,249.01,16.448,263.34,475,0,1
226.07,229.36,227.26,165.79,145.16,89,0,1
107.84,104.01,98.597,73.985,107.96,67,58,2
61.882,54.172,26.935,98.086,13.581,93,63,2
37.679,38.051,12.122,292.74,48.796,196,22,2
112.13,92.403,87.581,405.87,470.23,62,14,3
129.08,108.99,103.98,372.78,744.96,106,26,3
114.25,85.625,82.125,537.5,413.5,8,16,3
129.38,110.88,101.39,487.88,227.66,56,18,3
201.57,188.52,179.41,327.62,232.03,98,99,3
248.95,253.67,247.95,185.69,225.72,61,1,3
92.668,69.505,58.27,523.21,127.37,503,5,3
67.938,48.938,42.636,402.09,105.82,129,25,3
250.28,254.74,249.04,482.23,51.814,177,0,3
53.942,56.986,66.942,246.58,312.62,69,28,5
112.6,113.35,106.71,257.06,300.68,126,32,5
31.471,29.529,40.451,114.57,507.43,51,17,5
24.864,23.568,26.25,82.091,577.27,44,7,5
46.96,47.389,50.899,389.76,625.15,198,4,5
82.14,85.78,90.033,416.62,571.22,214,33,5
98.326,84,77.5,474.2,346.7,46,53,5
55.983,57.017,57.541,478.4,311.3,172,122,5
137.57,129.72,143.17,79.809,290.81,309,89,5
94.932,87.489,91.015,259.83,220.95,133,30,5
29.069,24.621,25,398.69,211.31,29,34,5
65.539,64.186,74.118,364.77,156.96,102,70,5
181.93,172.44,169.42,443.54,39.604,134,143,5
170.73,158.39,155.61,532.55,29.952,83,126,5
39.482,32.045,32.196,502.19,158.54,112,31,5
17.661,15.288,16.119,574.85,199.56,59,2,6
254,254,254,25.585,148.72,11561,0,1
254,254,254,25.585,148.72,11561,0,1
252.95,252.94,253.06,15.066,342.6,5661,0,1
47.889,53.556,44.81,318.49,94.27,63,73,2
67.662,76.014,61.225,300.04,41.563,71,94,2
123.77,110.11,112.18,181.3,637.36,61,19,3
125.17,103.52,104.76,329.07,639.05,86,33,3
103.79,90.859,82.239,483.61,651.1,71,50,3
107.74,97.255,91.33,456.74,721.57,106,11,3
159.61,144.91,137.27,156.99,735.7,70,14,3
150.48,129.17,130.09,192.98,482.93,46,9,3
140.6,116.63,109.13,353.47,483.76,68,16,3
138.95,120.5,119,308.35,373.9,20,23,3
127.4,107.89,101.69,308.54,282.4,35,39,3
156.12,140.32,137.71,212.65,268.62,65,19,3
73.029,63.714,60,441.37,253.11,35,21,3
112.46,94.76,91.496,476.85,477.8,125,22,3
131.97,114.8,109.08,205.14,196.59,59,14,3
149.93,146.63,160.68,160.49,174.78,41,38,4
125.71,124.59,139.91,77.029,378.62,34,55,4
156.77,155.56,166.15,20.296,484.6,108,18,4
116.29,114.39,127.74,128.22,283.95,92,14,4
75.465,73.884,92.791,230.42,413,43,14,5
63.937,62.012,76.734,216.97,562.92,335,15,5
99.595,98.328,115.46,206.56,546.11,311,19,5
157.94,161.96,191.26,108.68,426.14,201,2,5
109.73,114.45,137.48,67.303,548.17,66,2,5
108.61,113.41,135.54,55.571,570.63,70,1,5
185.66,190.77,221.03,135,323.74,35,6,5
64.725,61.746,75.485,275.59,321.09,291,9,5
78.245,75.029,83.252,275.23,238.69,139,11,5
69.295,67.357,81.428,174.24,240.34,353,85,5
208.45,218.11,241.03,165.36,129.5,64,13,5
44.087,42.243,50.197,401.49,230.92,173,2,5
69.066,68.304,82.662,399.8,567.74,588,48,5
58.393,56.631,71.082,398.95,537.68,122,37,5
159.27,154.25,188.94,408.9,413.98,48,12,6
58.644,49.011,66.908,400.85,316.18,87,19,6
