@RELATION train_nonumpixels

@attribute R REAL
@attribute G REAL
@attribute B REAL
@attribute G1 REAL
@attribute G2 REAL
@attribute x_region REAL
@attribute y_region REAL
@attribute text REAL
@attribute type {1,2,3,4,5,6,7}

@DATA
82.877,85.233,83.411,10.76,96.269,464.62,477.55,8,5
88.351,97.74,97.091,40.542,27.714,463.09,385.9,4,5
47.196,41.784,40.118,17.341,78.259,406.48,357.78,4,5
50.346,53.698,52.123,14.743,97.694,370.55,344.91,5,5
84.89,89.626,88.846,-18.685,51.006,329.79,385.58,54,5
55.646,56.586,55,40.024,15.402,354.9,496.64,10,5
60.641,63,59.359,26.933,79.761,404.13,488.61,15,5
74.813,77.263,73.963,-0.17822,28.157,541.5,467.24,25,5
84.696,75.114,70.582,-1.731,23.957,543.86,388.14,23,5
64.153,53.365,46.847,25.406,13.669,538.65,360.19,34,5
92.59,77.974,70.821,12.792,34.441,546.44,337.15,13,5
26.293,27.78,26.829,19.168,73.665,518.9,245.98,8,5
40.862,43.69,42.69,18.146,18.815,534.38,131.62,9,5
38.096,39.096,36.415,13.578,11.984,528.39,130.93,7,5
49.846,53.89,51.978,-5.335,24.745,512.64,150.29,14,5
58.809,60.64,57.882,31.751,33.567,373.49,535.01,0,5
81.281,85.396,82.758,89.324,13.109,423.06,563.11,9,5
45.857,46.931,46.72,10.999,13.466,450.44,562.86,2,5
77.51,82.569,82.098,54.588,14.386,498.41,552.71,3,5
75.896,77.479,76.792,80.017,33.275,508.94,619.38,79,5
67.065,65.863,65.98,-74.505,39.331,429.84,626.84,140,5
68.836,71.75,71.483,77.182,36.259,408.64,626.31,191,5
208.92,226.5,232.6,34.267,27.368,399.96,614.88,9,5
212.03,220.59,223.97,10.591,5.769,371.16,616.72,4,5
38.519,40.78,40.421,53.391,13.423,369.62,670.92,24,5
34.536,34.87,34.71,13.106,66.004,409.16,663.68,17,5
33.565,35.304,34.174,43.559,59.345,428.4,663.33,18,5
36.214,37.547,35.915,29.984,9.768,444.15,665.2,13,5
48.105,45,42.453,7.442,13.918,492.48,669.17,8,5
48.105,45,42.453,7.442,13.918,492.48,669.17,9,5
129.43,146.72,146.33,16.612,57.403,487.47,778.19,11,5
142.4,157.6,158.21,15.935,27.678,452.11,775.38,5,5
102.94,117.06,118.13,24.589,13.636,383.21,774.98,21,5
188.43,198.71,203.16,12.222,11.282,317.72,771.8,3,5
183.02,197.69,201.51,21.596,11.538,294.11,775.25,1,5
188.97,201.11,205.47,57.882,13.456,269.17,776.89,3,5
181.15,194.87,198.57,11.982,17.896,266.81,748.65,18,5
183.27,197.35,200.74,6.346,15.023,268.12,725.34,14,5
191.26,205.29,208.58,98.122,77.957,250.3,710.32,9,5
157.67,152.05,145.95,17.221,2.588,598.79,765.21,6,7
134.6,131.88,126.54,4.979,12.691,586.05,727.81,8,7
144.51,137.51,130.38,69.916,12.066,599.14,691.84,2,7
111.51,104.39,92.866,-53.057,13.446,592.65,259.33,9,7
93.568,79.066,66.399,57.689,35.976,594.38,212.12,100,7
127.27,119.75,109.75,0.038781,83.437,585.97,97.704,89,7
78.52,73.34,75.18,-14.732,59.45,591.72,57.9,19,7
133.11,126.79,122.39,78.233,41.328,576.37,16.814,114,7
167.61,126.33,116.49,3.988,87.318,76.408,38.531,17,3
171.63,130,116.6,91.135,10.274,93.839,32.258,19,3
173.03,129.33,115.85,63.367,11.262,180.73,21.636,11,3
175.29,129.1,114.06,11.707,71.459,209.19,13.387,7,3
173.95,132.37,121.42,-0.54559,28.353,250.42,26.674,43,3
167.7,124.5,108.8,-0.9362,18.73,297.8,28,28,3
166.71,122.18,107.33,24.024,13.678,333.55,26.429,9,3
168.75,125.15,108.65,52.841,13.311,386.3,28.6,20,3
162.41,117.29,102.15,0.4022,11.808,443.76,28.073,27,3
154.88,111.28,97.966,-4.74,18.682,468.53,27.448,22,3
107,114.94,118.74,-98.884,16.912,51.298,137.82,22,5
116.27,119.15,120.5,12.832,27.033,201.94,118.06,21,5
100.22,103.2,101.77,-64.353,11.898,315.77,128.84,2,5
96.024,98.215,94.785,-12.234,11.983,399.42,124.17,12,5
109.11,115.16,115.13,3.7,8.626,425.5,124,8,5
91.6,84.529,65.141,-21.483,37.468,454.06,215.94,115,5
65.784,68.946,60.459,-84.498,65.279,367.68,258.57,8,5
129.15,106.94,98.193,19.442,15.502,124.01,248.88,29,5
175.46,180.86,190.07,11.509,43.778,39.283,258.9,6,5
189,192.24,199,76.197,64.905,67.902,257.45,7,5
132.13,112.34,103.84,0.75098,67.204,133.69,222.59,14,5
124.68,99.757,94.421,-16.545,13.706,219.76,213.86,25,5
70.196,67.5,67.696,5.509,22.975,180.17,439.83,14,5
126.53,107.51,102.27,27.167,91.787,119.29,430.31,15,5
184.8,188.16,195.83,73.301,31.451,62.4,400.32,5,5
64.638,68.234,70.415,0.078285,30.399,99.649,467.38,60,5
210.8,212.77,211.69,12.325,10.532,159.42,546.49,6,5
117.44,98.837,98.698,-26.511,11.136,208.56,673.53,20,5
113.63,98.375,92.094,-22.198,19.238,178.03,680.19,19,5
102.51,92.615,99.103,69.044,12.778,112.44,663.31,11,5
62.405,64.81,66.519,38.317,24.826,102.03,694.96,67,5
69.955,71.858,76.947,-0.73119,19.628,104.91,715.02,14,5
92.586,90.657,104.63,-0.17257,87.478,111.6,746.9,6,5
69.955,71.858,76.947,-0.73119,19.628,104.91,715.02,55,5
97.931,81.034,80.241,8.811,77.968,63.586,620.9,15,5
115.76,89.491,86.8,7.413,18.379,209.55,370.24,16,5
126.23,96.3,86.609,19.468,11.109,221.42,287.63,19,5
59.348,60.609,60.63,-16.437,32.727,272.37,282.78,28,5
51.857,50.952,45.571,-36.173,10.285,349.19,265.74,25,5
135.97,138.44,141.38,-0.13226,23.574,316.1,182.46,15,5
90.327,86.549,84.956,21.707,15.726,190.43,202.22,24,5
117.34,97.01,87.713,30.883,12.198,132.51,411.78,11,5
185.6,186.15,192.61,16.2,51.092,88.104,425.2,3,5
183.07,193.82,208.27,-28.342,14.007,52.963,440.15,9,5
164.76,174.44,189.33,14.272,61.095,40.011,618.45,2,5
154.67,164.61,178.6,15.322,39.252,39.012,738.48,5,5
101.56,83.279,101.5,0.75876,23.35,77.206,709.31,21,5
124.85,128.2,160.08,0.57435,53.927,141.84,606.72,119,5
120.76,102.11,95.533,92.951,13.574,208.56,610.82,23,5
120.56,100.56,92.622,3.227,12.367,228.33,616.4,14,5
109.9,95.592,102.86,-22.199,19.814,198.16,730.04,13,5
161.38,158.29,151.04,-43.876,18.723,506.63,56.292,24,7
180.08,173.81,161.77,5.834,83.454,518.46,38.769,7,7
185.71,178.84,168.59,14.374,51.924,532.87,21.043,12,7
177.43,169.48,158.07,37.815,49.161,566.45,81.905,7,7
185.89,179.27,167.75,81.008,77.021,590.14,46.21,7,7
190.89,183.37,169.02,25.566,84.979,582.19,162.6,8,7
191.07,183.84,171.23,14.038,91.136,586.39,195.2,15,7
193.34,187.66,174.21,87.512,89.038,591.38,270.1,15,7
187.53,179.36,166.45,97.922,61.969,584.9,378,11,7
181.45,173.84,160.78,-1.921,93.642,578.25,470.31,17,7
181.95,175.07,159.2,-24.376,94.337,580.07,492.81,23,7
173.45,167.33,154.44,0.70024,88.136,581.71,663.58,13,7
168.6,162.6,150.49,0.092175,63.223,575.74,708.2,9,7
163.17,158.73,146.8,-27.986,48.128,568.27,774.17,5,7
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,0,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,1,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,1,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,0,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,0,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,0,1
240.91,248.94,254.55,70.374,0.33854,98.582,755.88,1,1
243.31,249.45,254.94,73.752,0.46305,25.195,725.31,0,1
242.01,249.01,254.92,77.608,0.31866,35.208,699.45,1,1
242.44,249.17,254.95,79.697,0.1686,46.332,677.11,0,1
243.52,249.64,254.95,75.438,0.3343,29.114,646.36,0,1
243.73,249.65,254.82,73.614,0.20818,9.753,636.45,0,1
250.44,251.78,252.83,65.234,14.658,92.069,584.15,0,1
251.83,252.63,252.88,69.654,0.18464,79.735,545.74,0,1
186.97,149.59,141.47,18.297,67.882,18.329,425.53,12,3
178.92,140.52,131.72,-62.197,10.671,43.8,369.92,10,3
177.49,138.37,128.51,13.057,11.054,64.805,339.46,15,3
178.9,138.62,125.96,-0.78895,10.799,105.69,317.04,12,3
165.29,122.06,109.02,-24.316,10.64,197.81,306.02,20,3
158.55,117.22,103.4,-0.031414,99.068,220.08,315.58,11,3
156.85,113.65,100.49,62.709,78.188,213.27,335.45,13,3
115.28,83.844,73.563,-17.745,12.426,344.63,418.16,16,3
127.04,90.373,78.867,-12.243,88.659,395.48,393.16,19,3
130.62,92.082,78.959,10.334,12.188,473.47,344.96,21,3
130.19,86,73,90.975,76.399,424.65,257.83,19,3
142.02,98.196,86.935,-28.113,13.36,342.11,252.17,9,3
123.08,80.52,68,-13.683,43.979,265.76,219.72,75,3
149.28,108.62,97.235,-11.609,11.314,250.84,194.69,11,3
151.5,108.74,96.324,-5.74,14.488,232.53,155.38,14,3
189.04,154.38,145.5,16.383,68.532,126.5,91.708,7,3
191.45,158.84,151.11,31.345,77.734,92.159,58.068,7,3
196.47,167.68,163.94,21.145,78.444,35.773,46.364,8,3
196.38,167.61,162.46,23.793,54.448,39.048,62.857,21,3
172.74,137.22,127.17,14.859,8.727,60.304,282.57,12,3
163.32,122.77,109.84,-15.435,73.699,158.16,242.45,15,3
152.2,112.31,98.163,-60.919,99.997,214.06,182.18,17,3
153.29,108.94,97.882,-44.438,19.443,261.12,126.41,27,3
147.48,108.06,97.424,-28.726,21.842,296.76,89.333,32,3
135.41,105.81,99.37,69.115,15.363,328.11,89.407,17,3
125.96,97.185,89.444,5.185,94.379,409.3,91.148,20,3
147.09,102.62,89.269,-12.996,12.106,321.88,327.79,18,3
143.31,97.471,84.868,-88.947,86.441,231.32,364.37,15,3
166.4,122.42,109.11,-77.737,15.411,57.911,221.62,7,3
165.04,124.82,114.11,-23.526,11.746,61.536,202.41,16,3
165.21,122.71,109.08,-15.598,17.264,77.553,182.55,16,3
148.97,111.68,97.803,-20.17,30.151,101.83,189.41,92,3
177.66,136.25,126.63,15.686,11.363,37.344,314.56,17,3
172.74,137.22,127.17,14.859,8.727,60.304,282.57,12,3
162,118,105,22.105,11.208,189.8,325.44,19,3
156.4,113.2,100.66,35.476,71.396,225.34,338.29,9,3
148.92,106.7,93.919,3.098,91.998,182.23,353.62,14,3
135,91.571,80.143,-30.289,81.467,249.64,374.86,18,3
137.13,94.225,81.718,-83.834,78.533,366.56,360.51,12,3
213.83,185.83,163.17,-13.284,50.238,390.08,738.25,8,3
161.55,132.46,126.65,-12.712,43.924,372.74,752.32,45,3
208.87,209.09,211.96,14.786,33.252,319.71,736.2,98,4
158.25,159.25,164.25,-0.0084244,47.163,325.44,738.09,7,4
170.54,170.32,173.04,10.576,12.645,330.24,728.58,6,4
138.14,142.44,148.8,17.021,41.731,327.99,774.72,4,4
139.14,142.88,148.84,26.832,77.792,320.3,794.81,6,4
77.208,67.333,95.542,-60.291,31.512,340.13,507,6,5
71.818,54.091,46.909,-14.612,45.047,265.91,488.77,3,5
54.685,40.413,34.783,10.023,23.838,241.24,500.29,3,5
58.667,49.849,51.321,12.021,19.831,288.16,515.37,7,5
51.949,49.492,62.017,20.459,39.252,375.2,518.46,95,5
17.341,17.864,14.795,82.082,63.544,464.34,207.59,10,5
13.125,16.469,16.344,80.271,26.08,492.19,205.94,11,5
38.371,39.98,39.212,41.819,18.712,508.98,205.14,56,5
49.467,52.867,51.733,20.498,47.924,496,192,78,5
100.72,55.564,53.705,58.077,44.422,462.82,182.15,80,5
43.649,43.789,41.877,14.998,41.672,458.26,190.02,53,5
100.12,102.21,104.75,-34.378,51.689,270.68,534.22,26,5
182.45,193.7,202.58,44.768,53.107,265.11,558.91,5,5
169.18,180.2,188.74,65.775,41.492,311.21,562.06,38,5
65.75,64.5,63,-55.869,20.78,354.5,572.5,43,5
176.8,181.97,183.43,-22.472,37.622,280.82,605.32,61,5
189.08,203.87,213.18,81.796,84.374,295.95,640.03,5,5
167.27,176.92,184.92,23.588,43.332,304.06,644.98,107,5
87.767,100.04,108.09,-92.531,47.543,325.26,649.6,41,5
121.95,126.23,126.4,24.472,43.377,369.5,652.36,44,5
81.308,81.154,70.423,-50.811,32.815,426.73,646.46,55,5
43.876,46.364,42,-13.294,26.622,426.56,658.31,16,5
125.8,144.2,148.68,1.075,78.388,313.41,678.46,13,5
43.707,48.172,51.397,31.757,20.33,418.79,783.74,64,5
21.4,30.6,29.6,10.625,23.028,413.8,785.6,26,5
102.24,95.867,89.311,39.546,46.121,391.67,781.8,37,5
113.2,122.43,121.22,-18.511,76.641,361.13,785.88,77,5
127.7,136.58,141.4,31.498,65.061,337.75,777.65,125,5
131.58,145.35,151.05,11.878,77.828,345.21,725.4,17,5
144.59,145.07,139.32,99.847,77.337,365.96,729.68,113,5
136.94,150.31,148.81,-64.633,103.58,412.13,732.16,168,5
190.28,205.14,213.38,-66.818,25.086,288.64,646.79,10,5
169.52,182.62,193.37,-10.803,40.096,226.37,572.34,13,5
165.3,181.59,191.43,-17.737,27.561,217.11,551.22,17,5
61.226,58.017,60.096,21.173,14.275,207.55,508.7,26,5
56.984,54.292,57.003,17.001,11.282,209.74,490.29,26,5
49.925,53.887,53.321,-26.814,23.106,241.58,656.89,19,5
193.74,205.32,216.32,-23.475,47.454,272.42,665.89,90,5
100.17,115.03,115.4,-39.248,19.254,462.35,696.64,15,5
32.069,34.155,30.397,-17.052,80.462,462.1,587.57,5,5
44.024,38.39,34.732,-24.221,16.297,437.85,464.56,12,5
70.215,54.505,42.762,10.134,45.267,442.2,477.08,4,5
48.167,40.769,33.962,13.363,27.85,464.06,478.95,34,5
44.856,38.611,27.94,-3.873,19.516,473.3,496.44,26,5
63.95,55.025,38.45,7.896,30.331,445.65,524.05,67,5
91.585,73.915,49.341,50.197,53.289,429.99,517.95,9,5
77.291,78.337,89.14,-10.616,25.658,395.51,512.34,9,5
78.909,59.945,53.182,15.652,64.702,346.8,494.36,5,5
77.92,68.6,94.96,13.011,36.888,312.84,481.6,89,5
75.598,57.134,56.524,70.539,10.164,285.77,467.35,6,5
76.415,61.547,81.528,-16.442,35.448,274.53,454.62,12,5
51.732,43,39.33,10.893,18.839,261.67,459.03,33,5
72.64,61.68,79.24,-76.897,36.768,371.24,480.36,117,5
123.48,122.55,117.7,11.093,52.684,483.18,765.16,1,7
141.39,139.49,131.82,13.457,4.347,523.66,691.55,2,7
155.26,151.26,142.26,22.085,41.736,531.86,685.51,6,7
158.44,153.71,144.95,21.159,38.253,537.17,648.27,7,7
159.69,154.88,146.15,12.758,34.589,548.47,626.37,4,7
164.51,157.51,149.51,13.404,50.423,557.85,578.85,7,7
165.86,158.86,150.82,78.066,36.387,558.61,557.43,5,7
164.79,157.87,149.29,32.527,40.464,547.16,514.08,6,7
88.739,73.913,71.652,33.672,29.935,509.78,437.02,80,7
132.58,126.34,116.52,22.094,9.616,521.88,436.97,8,7
161.63,154.79,144.68,16.323,27.972,550.5,427.52,3,7
167.53,160.53,150.87,16.548,40.222,574.24,345.21,11,7
156.23,149.23,139.23,73.083,11.332,565.13,285.65,7,7
156.48,149.32,139.56,-42.347,11.458,568.12,270.56,8,7
156.79,151.11,142.5,64.857,45.549,570.72,207.95,3,7
155.21,149.91,140.52,15.814,44.113,577.95,163.26,7,7
127.07,124.85,115.58,12.986,46.421,562.93,77.38,7,7
126.19,123.97,116.71,85.711,43.417,566.9,62.95,7,7
226.49,225.07,226.71,53.207,14.877,65.415,698.63,0,1
244.9,244.63,245.34,79.337,46.179,45.802,586.51,0,1
244.42,244.22,244.89,78.073,45.341,47.171,527.63,0,1
254.99,254.99,254.99,86.916,0.02049,33.4,454.11,0,1
254.99,254.99,254.99,86.916,0.02049,33.4,454.11,0,1
254.99,254.99,254.99,87.749,0.015338,35.028,252.92,0,1
242.82,242.78,243.52,78.309,62.661,72.833,210.94,0,1
249.45,249.49,249.75,84.167,3.023,54.197,176.04,0,1
239.8,239.16,239.79,74.739,63.193,58.34,98.795,0,1
242.66,242.36,243.03,75.636,55.456,69.58,70.575,0,1
249.4,248.96,249.17,81.275,31.281,79.087,32.071,0,1
250.66,250.7,250.95,83.645,23.154,52.243,106.09,0,1
254.97,254.97,254.96,86.945,0.042599,45.551,309.57,0,1
255,255,254.99,88.332,0.012199,42.961,328.17,0,1
241.72,241.57,242.47,77.397,62.652,64.412,415.78,0,1
156.4,122.04,119.58,11.763,83.443,126.16,737.77,11,3
145.88,114.12,112.49,-22.301,72.519,154.94,736.08,9,3
145.88,114.12,112.49,-22.301,72.519,154.94,736.08,9,3
158.04,124,121.98,12.747,86.861,124.27,727.31,14,3
155.06,125.17,123.94,66.506,12.553,112.61,672.78,17,3
149.15,120.15,119.65,23.832,13.071,119.85,641.45,17,3
145.05,116.05,118.05,64.753,11.584,123.33,620.67,10,3
145.19,119.62,120.33,0.43106,16.87,120.19,586.86,15,3
144.42,120.89,123.29,18.109,95.041,114.96,544.35,14,3
147.79,121.53,123.47,90.075,12.369,118.74,505.47,14,3
147.26,123.11,125.66,68.439,13.503,126.18,496.44,17,3
145.91,125.79,127.19,29.248,11.809,125.57,471.28,18,3
149.63,129.25,127.71,41.724,12.621,122,445,20,3
151.19,129,129.72,11.815,14.568,119.88,416.22,23,3
136.09,126.73,131.13,81.264,11.89,126.11,377.43,28,3
150.55,128.17,129.9,11.178,15.367,120.72,342.31,20,3
148.56,126.56,128.44,-32.309,88.999,112.44,292.67,13,3
150.63,129.04,130.75,-39.218,14.534,108.92,274.88,11,3
152.87,132.51,133.69,27.001,15.843,110.64,243.49,26,3
145.83,124.49,126.53,31.938,14.509,112.94,208.96,23,3
144.08,125.71,126.84,-29.356,99.731,114.79,177.63,14,3
243.18,242.3,242.81,77.531,43.292,55.866,136.99,30,3
143.06,123.29,126.24,-62.183,13.007,110.71,94.676,20,3
141.64,120.22,121.98,16.361,99.162,115.33,75.362,7,3
165.82,177.67,187.04,20.226,69.964,226.87,745.63,8,3
153.36,167.95,181.29,56.074,7.148,237.43,742.33,6,3
147.11,161.65,174.5,15.11,7.753,250.38,737.12,6,3
154.83,167.28,178.15,11.848,82.042,263.7,735.89,9,3
162.14,178.14,193.14,25.847,33.697,295.71,730.57,5,3
169.64,177.31,185.79,10.597,10.262,311.47,737.67,31,3
84,78.595,64,-29.578,31.85,323.51,742.62,24,3
67.55,55.15,43.6,39.475,18.947,339,750.23,24,3
75.341,61.136,44.682,-0.90823,19.607,342,742.55,27,3
167.12,174.36,180.41,11.336,39.276,365.14,738.01,5,3
173.56,171.93,168.44,17.946,41.392,391.51,739.09,6,3
198.88,191.73,179.88,45.145,24.426,424.69,741.27,0,3
128.25,135.82,113.59,-86.789,17.69,450.26,734.9,17,3
155.6,127.83,103.71,14.529,13.397,471.03,736.83,17,3
113.87,90.393,86.967,13.165,23.237,487.41,742.89,22,3
92.31,90,89.451,20.472,10.472,505.96,757.13,9,3
92.31,90,89.451,20.472,10.472,505.96,757.13,10,3
150.01,130.73,109.78,26.297,30.268,439.26,760.02,18,3
97.982,95.789,94.465,-90.668,22.149,171.73,771.84,75,3
93.309,92.415,90.973,-16.342,20.745,192.51,774.29,80,3
165.1,155.58,144.87,11.544,12.684,238.51,768.99,23,3
119.47,122.54,125.47,49.042,36.766,283.48,762.73,11,3
148.93,140.12,129.23,11.145,20.308,296.16,780.24,14,3
105.33,124.5,141.23,-1.068,16.746,324.24,620.53,14,5
46.989,53.063,58.221,63.256,15.069,382.03,628.13,16,5
46.989,53.063,58.221,63.256,15.069,382.03,628.13,13,5
80.056,83.278,82.222,13.767,24.398,307.22,567.39,11,5
51.317,59.317,64.762,12.814,12.143,358.4,566,8,5
49.154,56,59.692,-0.6689,10.739,380.35,561,11,5
52.132,60.374,65.593,4.431,65.915,392.81,518.46,7,5
73.464,70.348,66.058,-11.598,15.981,348.75,404.28,23,5
71.038,73.114,75.949,37.515,75.781,301.66,403.1,14,5
145.9,158.32,165.06,-61.996,49.419,264.1,448.74,35,5
114.26,131.51,146.17,0.43327,27.462,276.63,503.22,51,5
76.163,76.898,75.776,-25.109,28.277,318.49,481.92,9,5
74.299,72.611,68.083,10.042,75.429,327.73,470.71,14,5
70.983,74.345,76.879,-10.208,23.148,305.71,303.52,45,5
97.947,105.74,110.41,-57.431,13.105,297.39,176.5,18,5
73.528,80.075,81.17,33.957,28.924,343.59,167.78,42,5
155.26,154.26,149.26,16.287,70.601,355.48,221.26,8,5
108,99.158,87.558,0.063677,97.034,330.42,317.64,16,5
76.923,81.154,80.231,17.014,32.056,308.13,313.87,32,5
76.345,75.052,72.328,73.466,67.517,315.31,270.29,16,5
150.06,148.76,145.19,67.971,98.614,333.02,219.66,6,5
57.08,61.04,66.384,0.087031,16.663,309.62,104.5,16,5
117.04,119.06,113.42,15.543,27.186,353.83,83.192,29,5
104.27,112.36,108.08,69.942,49.595,407.43,54.503,43,5
109.53,109.57,99.636,5.492,26.876,436.92,23.143,32,5
96.269,100.57,90.9,75.551,35.148,446.67,39.146,26,5
115.01,119.97,114.63,10.811,24.552,424,144.61,65,5
114.55,117.9,113.24,-5.592,25.848,423.36,151.4,52,5
137.74,139.74,136.36,11.692,17.578,472.77,192.59,64,5
134.55,123.92,114.14,62.955,34.16,488.24,207.74,39,5
122.87,127.63,127.84,35.559,16.708,512.42,202.92,39,5
62.34,49.623,49.491,55.689,20.791,475.38,256.7,23,5
105.73,84.388,79.343,-0.02165,30.011,471.64,307.6,37,5
95.796,98.404,97.865,70.148,24.18,484.72,415.45,5,5
128.03,126.3,121.96,0.36275,23.176,488.96,440.8,8,5
92.658,103.08,111.11,22.147,28.771,513.18,435.14,2,5
89.48,89.398,93.204,-90.317,8.269,474.6,517.55,10,5
75.639,77.247,81.196,12.352,22.266,467.87,527.93,5,5
110.62,103.12,98.117,28.214,14.651,478.27,580.53,8,5
50.642,51.736,54.302,14.495,37.451,469.47,651.26,5,5
239.74,235.16,226.35,81.213,45.082,585.32,705.13,8,7
243.2,235.87,224.53,14.712,55.014,590.54,369.26,10,7
242.18,234.64,221.8,11.302,59.746,592.17,327.52,9,7
210.64,209.03,200.08,68.512,17.986,594.53,249.27,22,7
135.28,138.44,137.55,90.478,13.92,575,135.04,6,7
134.77,137.82,137.79,90.372,10.589,577.97,97.676,4,7
145.27,140.92,132.76,10.219,69.151,594.94,54.431,154,7
164.63,167.03,166.33,0.6713,13.022,571.43,476.9,10,7
241.75,235.46,227.03,12.975,44.614,586.67,642.46,8,7
241.51,234.6,224.58,61.609,76.433,586.45,570.17,7,7
242.94,236.38,228.13,-29.864,52.529,571.41,748.84,5,7
153.61,158.85,168.15,46.492,41.112,168.16,80.013,2,5
119.28,131.41,145.36,54.121,16.482,182.54,65.742,18,5
118.56,96.5,99.889,10.876,25.539,237.78,55.389,16,5
101.53,88.368,83.697,70.698,31.624,299.57,61.69,30,5
105.89,90.67,82.824,15.821,31.42,356.82,55.352,36,5
135.87,107.74,87.211,-15.413,88.768,380.55,88,10,5
73.476,58.198,49.792,30.291,22.451,352.07,151.63,25,5
156,147.18,159.21,66.826,21.567,256.66,132.42,26,5
115.17,87.143,78.771,0.0032828,72.509,208.74,149.26,11,5
132.48,139.74,152.96,22.714,77.134,166.22,151.72,0,5
136.97,148.24,154.9,63.568,96.004,129.94,254.8,8,5
159.62,175.43,184.33,74.771,26.028,201.33,252.9,37,5
205.17,211.47,208.12,84.228,19.22,304.7,243.02,21,5
170.69,176.31,170.38,12.922,24.283,369,241.69,22,5
123.77,102.79,89.213,46.587,22.026,393.87,336.77,44,5
151.52,137.28,130.39,10.434,88.245,302.53,319.47,6,5
77.789,67.421,63.596,61.966,14.277,201.88,348.49,20,5
129.81,138.73,145.66,62.67,59.345,130.98,359.82,1,5
128.86,137.68,146.15,19.317,15.787,135.03,395.69,1,5
92.464,96.184,104.63,28.409,93.784,202.51,401.56,5,5
133.46,134.86,131.88,11.669,7.578,253.61,395.42,13,5
152.15,147.93,142.41,43.015,11.994,296.65,422.45,34,5
105.96,114.17,126.79,79.046,12.493,297.33,497.7,29,5
87.262,94.71,105.69,39.414,67.582,256.51,548.95,8,5
87.021,98.013,106.55,4.983,20.724,161.54,555.8,21,5
87.021,98.013,106.55,4.983,20.724,161.54,555.8,8,5
41.497,47.361,47.136,0.11164,20.184,230.01,645.33,24,5
81.981,88.574,90.148,-68.033,15.663,318.76,648.94,10,5
109.23,116.44,116.15,-11.099,20.311,372.06,659.37,21,5
115.53,95.15,92.15,13.879,33.18,381.95,719.82,46,5
116.46,136.73,157.74,28.28,2.172,282.91,715.47,1,5
37.25,41.057,35.682,12.654,10.799,208.55,725.45,8,5
45.482,48.304,45.363,-57.561,12.388,190.51,705.05,6,5
61.056,64.722,58.056,18.524,24.802,186.22,600.5,5,5
72.237,63.333,64.263,-27.858,21.118,260.95,517.9,49,5
133.34,135.99,132.42,12.425,90.272,257.65,446.24,11,5
158.41,157.12,150.12,10.954,3.299,303.59,419.71,6,5
147.11,147.89,139.8,29.583,10.986,317.85,381.82,10,5
151.87,150.33,141.39,24.275,6.201,357.56,388.07,7,5
154.97,149.5,148,12.463,18.563,378.13,467.75,6,5
123.96,134.02,133.33,22.599,84.454,384.49,522.16,10,5
69.646,77.938,74.677,18.498,53.444,410.85,560.92,48,5
40.351,45.615,43.682,11.03,87.962,439.24,599.77,9,5
43.414,42.271,37.307,75.984,69.074,453.29,381.51,9,5
47.275,44.75,39.25,-11.051,14.951,471.95,393.85,24,5
67.565,59.304,48.783,12.698,53.189,500.83,406.5,8,5
36.255,36.059,31.431,-0.64141,14.604,520.71,408.47,9,5
48.717,56.629,56.086,86.367,14.264,449.85,323.11,7,5
43.882,46.893,48.84,-94.847,30.802,428.71,693.61,9,5
76.371,71.629,66.548,0.42421,43.53,348.4,649.39,43,5
66.945,77.221,85.772,-45.162,38.595,294.48,695.39,16,5
42.317,39.356,38.642,13.819,68.733,204,778.44,7,5
42.652,44.21,46.26,49.964,90.575,248.09,780.25,7,5
134.01,133.15,130.89,-15.191,76.496,310.09,781.43,195,5
118.76,107.71,102.56,-20.499,59.256,326.49,791.9,23,5
148.88,144.38,134.12,-37.619,58.443,374.14,790.2,99,5
143.41,144.31,135.66,-0.53082,56.152,495.17,761.41,6,5
83.73,79.355,81.014,21.122,26.684,522.5,739.19,33,5
44.288,50.627,52.699,31.496,11.825,557.23,749.84,21,5
68.055,72.609,68.564,-10.225,73.223,151.08,650.85,16,5
55.487,58.158,52.638,18.792,89.835,156.26,599.93,13,5
118.53,128.17,135.61,14.888,12.251,142.85,471.76,74,5
103.74,115.18,126.76,13.409,77.959,171.99,454.41,3,5
137.41,140.13,139.28,23.453,76.417,242.71,448.16,9,5
148.22,134.22,123.22,12.098,6.345,259.5,316.5,11,5
160.45,143.35,134.38,62.346,69.043,257.43,209.93,11,5
196.95,170.36,163.84,-8.109,15.191,67.295,768.16,15,3
197.81,169.46,160.04,-7.737,25.612,75.907,672.07,15,3
203.08,174.17,166.25,0.56881,94.561,79.25,586.08,17,3
207.8,183.5,171.76,30.085,15.437,54.609,460.98,34,3
207.21,181.64,172.14,-58.254,16.438,62.318,404.29,10,3
207.87,185.27,175.98,41.961,10.208,60.156,221.78,21,3
197.52,174.96,165.93,-10.993,12.451,57.407,114.96,8,3
191.4,171.53,164.19,55.719,22.775,62.597,68.339,7,3
208.58,203.58,199.58,26.898,19.968,77.244,46.354,2,3
